Empresa,Cadastro,Já operou?,Teve possibilidade de operar?,cadastro_periodo
Empresa 32568,202009,Não,Sim,2020-09
Empresa 32571,202009,Não,Sim,2020-09
Empresa 32573,202009,Não,Sim,2020-09
Empresa 32574,202009,Não,Sim,2020-09
Empresa 32575,202009,Não,Sim,2020-09
Empresa 32578,202009,Não,Sim,2020-09
Empresa 32581,202009,Não,Sim,2020-09
Empresa 32583,202009,Não,Sim,2020-09
Empresa 32584,202009,Não,Sim,2020-09
Empresa 32585,202009,Não,Sim,2020-09
Empresa 32587,202009,Não,Sim,2020-09
Empresa 32588,202009,Não,Sim,2020-09
Empresa 32589,202009,Não,Sim,2020-09
Empresa 32590,202009,Não,Sim,2020-09
Empresa 32591,202009,Não,Sim,2020-09
Empresa 32595,202009,Não,Sim,2020-09
Empresa 32600,202009,Não,Sim,2020-09
Empresa 32602,202009,Não,Sim,2020-09
Empresa 32604,202009,Não,Sim,2020-09
Empresa 32605,202009,Não,Sim,2020-09
Empresa 32606,202009,Não,Sim,2020-09
Empresa 32608,202009,Não,Sim,2020-09
Empresa 32610,202009,Não,Sim,2020-09
Empresa 32611,202009,Não,Sim,2020-09
Empresa 32612,202009,Não,Sim,2020-09
Empresa 32613,202009,Não,Sim,2020-09
Empresa 32614,202009,Não,Sim,2020-09
Empresa 32618,202010,Não,Sim,2020-10
Empresa 32627,202010,Não,Sim,2020-10
Empresa 32632,202010,Não,Sim,2020-10
Empresa 32633,202010,Não,Sim,2020-10
Empresa 32634,202010,Não,Sim,2020-10
Empresa 32635,202010,Não,Sim,2020-10
Empresa 32636,202010,Não,Sim,2020-10
Empresa 32638,202010,Não,Sim,2020-10
Empresa 32641,202010,Não,Sim,2020-10
Empresa 32643,202010,Não,Sim,2020-10
Empresa 32646,202010,Não,Sim,2020-10
Empresa 32647,202010,Não,Sim,2020-10
Empresa 32648,202010,Não,Sim,2020-10
Empresa 32654,202010,Não,Sim,2020-10
Empresa 32656,202010,Não,Sim,2020-10
Empresa 32657,202011,Não,Sim,2020-11
Empresa 32658,202011,Não,Sim,2020-11
Empresa 32660,202011,Não,Sim,2020-11
Empresa 32662,202011,Não,Sim,2020-11
Empresa 32664,202011,Não,Sim,2020-11
Empresa 32670,202011,Não,Sim,2020-11
Empresa 32671,202011,Não,Sim,2020-11
Empresa 32674,202011,Não,Sim,2020-11
Empresa 32677,202011,Não,Sim,2020-11
Empresa 32684,202012,Não,Sim,2020-12
Empresa 32685,202012,Não,Sim,2020-12
Empresa 32692,202012,Não,Sim,2020-12
Empresa 32696,202101,Não,Sim,2021-01
Empresa 3270,202211,Não,Sim,2022-11
Empresa 32700,202101,Não,Sim,2021-01
Empresa 32703,202101,Não,Sim,2021-01
Empresa 32706,202102,Não,Sim,2021-02
Empresa 32707,202102,Não,Sim,2021-02
Empresa 32711,202102,Não,Sim,2021-02
Empresa 32712,202102,Não,Sim,2021-02
Empresa 32723,202103,Não,Sim,2021-03
Empresa 32726,202103,Não,Sim,2021-03
Empresa 32727,202103,Não,Sim,2021-03
Empresa 32733,202103,Não,Sim,2021-03
Empresa 32740,202103,Não,Sim,2021-03
Empresa 32752,202103,Não,Sim,2021-03
Empresa 32761,202104,Não,Sim,2021-04
Empresa 32771,202104,Não,Sim,2021-04
Empresa 32774,202105,Não,Sim,2021-05
Empresa 32775,202105,Não,Sim,2021-05
Empresa 32784,202105,Não,Sim,2021-05
Empresa 32791,202105,Não,Sim,2021-05
Empresa 32794,202106,Não,Sim,2021-06
Empresa 32798,202106,Não,Sim,2021-06
Empresa 32803,202106,Não,Sim,2021-06
Empresa 3281,202309,Não,Sim,2023-09
Empresa 32810,202106,Não,Sim,2021-06
Empresa 32812,202107,Não,Sim,2021-07
Empresa 32816,202107,Não,Sim,2021-07
Empresa 32818,202107,Não,Sim,2021-07
Empresa 32823,202108,Não,Sim,2021-08
Empresa 32824,202108,Não,Sim,2021-08
Empresa 32827,202108,Não,Sim,2021-08
Empresa 32830,202108,Não,Sim,2021-08
Empresa 32832,202108,Não,Sim,2021-08
Empresa 32844,202110,Não,Sim,2021-10
Empresa 32845,202110,Não,Sim,2021-10
Empresa 32850,202110,Não,Sim,2021-10
Empresa 32857,202111,Não,Sim,2021-11
Empresa 32858,202111,Não,Sim,2021-11
Empresa 32861,202112,Não,Sim,2021-12
Empresa 32862,202112,Não,Sim,2021-12
Empresa 32863,202112,Não,Sim,2021-12
Empresa 32870,202201,Não,Sim,2022-01
Empresa 32883,202202,Não,Sim,2022-02
Empresa 32888,202202,Não,Sim,2022-02
Empresa 32894,202204,Não,Sim,2022-04
Empresa 32895,202204,Não,Sim,2022-04
Empresa 32896,202204,Não,Sim,2022-04
Empresa 32900,202205,Não,Sim,2022-05
Empresa 32908,202206,Não,Sim,2022-06
Empresa 32910,202206,Não,Sim,2022-06
Empresa 32912,202207,Não,Sim,2022-07
Empresa 32913,202207,Não,Sim,2022-07
Empresa 32914,202207,Não,Sim,2022-07
Empresa 32923,202207,Não,Sim,2022-07
Empresa 32930,202209,Não,Sim,2022-09
Empresa 32931,202209,Não,Sim,2022-09
Empresa 32936,202210,Não,Sim,2022-10
Empresa 32942,202212,Não,Sim,2022-12
Empresa 32943,202212,Não,Sim,2022-12
Empresa 32945,202301,Não,Sim,2023-01
Empresa 32948,202301,Não,Sim,2023-01
Empresa 32950,202301,Não,Sim,2023-01
Empresa 32951,202301,Não,Sim,2023-01
Empresa 32957,202303,Não,Sim,2023-03
Empresa 32959,202304,Não,Sim,2023-04
Empresa 32960,202304,Não,Sim,2023-04
Empresa 32962,202304,Não,Sim,2023-04
Empresa 32964,202304,Não,Sim,2023-04
Empresa 32965,202304,Não,Sim,2023-04
Empresa 32966,202304,Não,Sim,2023-04
Empresa 32969,202304,Não,Sim,2023-04
Empresa 32970,202304,Não,Sim,2023-04
Empresa 32973,202304,Não,Sim,2023-04
Empresa 32978,202304,Não,Sim,2023-04
Empresa 32980,202305,Não,Sim,2023-05
Empresa 32983,202305,Não,Sim,2023-05
Empresa 32984,202305,Não,Sim,2023-05
Empresa 32985,202305,Não,Sim,2023-05
Empresa 32986,202305,Não,Sim,2023-05
Empresa 32987,202305,Não,Sim,2023-05
Empresa 32989,202305,Não,Sim,2023-05
Empresa 32990,202305,Não,Sim,2023-05
Empresa 32992,202305,Não,Sim,2023-05
Empresa 32994,202305,Não,Sim,2023-05
Empresa 32996,202305,Não,Sim,2023-05
Empresa 32997,202306,Não,Sim,2023-06
Empresa 32998,202306,Não,Sim,2023-06
Empresa 32999,202306,Não,Sim,2023-06
Empresa 33000,202306,Não,Sim,2023-06
Empresa 33003,202307,Não,Sim,2023-07
Empresa 33005,202307,Não,Sim,2023-07
Empresa 33006,202307,Não,Sim,2023-07
Empresa 33008,202307,Não,Sim,2023-07
Empresa 33009,202307,Não,Sim,2023-07
Empresa 33010,202307,Não,Sim,2023-07
Empresa 33015,202307,Não,Sim,2023-07
Empresa 33020,202307,Não,Sim,2023-07
Empresa 33021,202308,Não,Sim,2023-08
Empresa 33022,202308,Não,Sim,2023-08
Empresa 33024,202308,Não,Sim,2023-08
Empresa 33025,202308,Não,Sim,2023-08
Empresa 33030,202308,Não,Sim,2023-08
Empresa 33031,202309,Não,Sim,2023-09
Empresa 33033,202309,Não,Sim,2023-09
Empresa 33035,202309,Não,Sim,2023-09
Empresa 33037,202309,Não,Sim,2023-09
Empresa 33117,202007,Não,Sim,2020-07
Empresa 33176,202007,Não,Sim,2020-07
Empresa 33220,202007,Não,Sim,2020-07
Empresa 33285,202008,Não,Sim,2020-08
Empresa 33529,202012,Não,Sim,2020-12
Empresa 3353,202107,Não,Sim,2021-07
Empresa 33784,202103,Não,Sim,2021-03
Empresa 33805,202103,Não,Sim,2021-03
Empresa 33806,202103,Não,Sim,2021-03
Empresa 33817,202103,Não,Sim,2021-03
Empresa 33819,202103,Não,Sim,2021-03
Empresa 33847,202103,Não,Sim,2021-03
Empresa 33850,202103,Não,Sim,2021-03
Empresa 33852,202103,Não,Sim,2021-03
Empresa 33898,202103,Não,Sim,2021-03
Empresa 339,202305,Não,Sim,2023-05
Empresa 33908,202103,Não,Sim,2021-03
Empresa 33929,202103,Não,Sim,2021-03
Empresa 3394,202212,Não,Sim,2022-12
Empresa 3405,202304,Não,Sim,2023-04
Empresa 34051,202203,Não,Sim,2022-03
Empresa 34363,202206,Não,Sim,2022-06
Empresa 34365,202305,Não,Sim,2023-05
Empresa 34378,202204,Não,Sim,2022-04
Empresa 34393,202101,Não,Sim,2021-01
Empresa 34410,202301,Não,Sim,2023-01
Empresa 34411,202301,Não,Sim,2023-01
Empresa 34413,202011,Não,Sim,2020-11
Empresa 34414,202011,Não,Sim,2020-11
Empresa 34421,202011,Não,Sim,2020-11
Empresa 34428,202011,Não,Sim,2020-11
Empresa 34431,202011,Não,Sim,2020-11
Empresa 34433,202011,Não,Sim,2020-11
Empresa 34434,202011,Não,Sim,2020-11
Empresa 34435,202011,Não,Sim,2020-11
Empresa 34441,202011,Não,Sim,2020-11
Empresa 34451,202011,Não,Sim,2020-11
Empresa 34452,202011,Não,Sim,2020-11
Empresa 34454,202011,Não,Sim,2020-11
Empresa 34455,202011,Não,Sim,2020-11
Empresa 34456,202011,Não,Sim,2020-11
Empresa 34457,202011,Não,Sim,2020-11
Empresa 34459,202012,Não,Sim,2020-12
Empresa 34461,202012,Não,Sim,2020-12
Empresa 34465,202012,Não,Sim,2020-12
Empresa 34470,202012,Não,Sim,2020-12
Empresa 34471,202012,Não,Sim,2020-12
Empresa 34472,202012,Não,Sim,2020-12
Empresa 34483,202012,Não,Sim,2020-12
Empresa 34484,202012,Não,Sim,2020-12
Empresa 34487,202012,Não,Sim,2020-12
Empresa 34489,202012,Não,Sim,2020-12
Empresa 34493,202012,Não,Sim,2020-12
Empresa 34500,202012,Não,Sim,2020-12
Empresa 34502,202012,Não,Sim,2020-12
Empresa 34503,202012,Não,Sim,2020-12
Empresa 34505,202012,Não,Sim,2020-12
Empresa 34507,202012,Não,Sim,2020-12
Empresa 34508,202012,Não,Sim,2020-12
Empresa 34509,202012,Não,Sim,2020-12
Empresa 34510,202012,Não,Sim,2020-12
Empresa 34513,202012,Não,Sim,2020-12
Empresa 34514,202012,Não,Sim,2020-12
Empresa 34515,202012,Não,Sim,2020-12
Empresa 34516,202012,Não,Sim,2020-12
Empresa 34519,202012,Não,Sim,2020-12
Empresa 34521,202012,Não,Sim,2020-12
Empresa 34523,202012,Não,Sim,2020-12
Empresa 34527,202012,Não,Sim,2020-12
Empresa 34533,202012,Não,Sim,2020-12
Empresa 34535,202012,Não,Sim,2020-12
Empresa 34539,202012,Não,Sim,2020-12
Empresa 34541,202012,Não,Sim,2020-12
Empresa 34544,202012,Não,Sim,2020-12
Empresa 34551,202012,Não,Sim,2020-12
Empresa 34559,202012,Não,Sim,2020-12
Empresa 34561,202012,Não,Sim,2020-12
Empresa 34569,202012,Não,Sim,2020-12
Empresa 34570,202012,Não,Sim,2020-12
Empresa 34573,202012,Não,Sim,2020-12
Empresa 34574,202012,Não,Sim,2020-12
Empresa 34582,202012,Não,Sim,2020-12
Empresa 34585,202012,Não,Sim,2020-12
Empresa 34588,202012,Não,Sim,2020-12
Empresa 34594,202012,Não,Sim,2020-12
Empresa 34596,202012,Não,Sim,2020-12
Empresa 34603,202012,Não,Sim,2020-12
Empresa 34613,202012,Não,Sim,2020-12
Empresa 34622,202012,Não,Sim,2020-12
Empresa 34623,202012,Não,Sim,2020-12
Empresa 34629,202012,Não,Sim,2020-12
Empresa 34631,202012,Não,Sim,2020-12
Empresa 34634,202012,Não,Sim,2020-12
Empresa 34638,202012,Não,Sim,2020-12
Empresa 34640,202012,Não,Sim,2020-12
Empresa 34641,202012,Não,Sim,2020-12
Empresa 34648,202012,Não,Sim,2020-12
Empresa 34650,202012,Não,Sim,2020-12
Empresa 34651,202012,Não,Sim,2020-12
Empresa 34658,202012,Não,Sim,2020-12
Empresa 34662,202012,Não,Sim,2020-12
Empresa 34666,202012,Não,Sim,2020-12
Empresa 34671,202012,Não,Sim,2020-12
Empresa 34672,202012,Não,Sim,2020-12
Empresa 34678,202012,Não,Sim,2020-12
Empresa 34682,202012,Não,Sim,2020-12
Empresa 34687,202012,Não,Sim,2020-12
Empresa 34691,202012,Não,Sim,2020-12
Empresa 34694,202012,Não,Sim,2020-12
Empresa 34698,202012,Não,Sim,2020-12
Empresa 34726,202012,Não,Sim,2020-12
Empresa 34731,202012,Não,Sim,2020-12
Empresa 34749,202012,Não,Sim,2020-12
Empresa 34750,202012,Não,Sim,2020-12
Empresa 34764,202012,Não,Sim,2020-12
Empresa 34765,202012,Não,Sim,2020-12
Empresa 34766,202012,Não,Sim,2020-12
Empresa 34767,202012,Não,Sim,2020-12
Empresa 34775,202012,Não,Sim,2020-12
Empresa 34777,202012,Não,Sim,2020-12
Empresa 34781,202012,Não,Sim,2020-12
Empresa 34783,202012,Não,Sim,2020-12
Empresa 34784,202012,Não,Sim,2020-12
Empresa 34788,202012,Não,Sim,2020-12
Empresa 34792,202012,Não,Sim,2020-12
Empresa 34793,202012,Não,Sim,2020-12
Empresa 34796,202012,Não,Sim,2020-12
Empresa 34799,202012,Não,Sim,2020-12
Empresa 34801,202012,Não,Sim,2020-12
Empresa 34810,202012,Não,Sim,2020-12
Empresa 34811,202101,Não,Sim,2021-01
Empresa 34837,202101,Não,Sim,2021-01
Empresa 34838,202101,Não,Sim,2021-01
Empresa 34839,202101,Não,Sim,2021-01
Empresa 34846,202101,Não,Sim,2021-01
Empresa 34848,202101,Não,Sim,2021-01
Empresa 34857,202101,Não,Sim,2021-01
Empresa 34866,202101,Não,Sim,2021-01
Empresa 34894,202101,Não,Sim,2021-01
Empresa 34896,202101,Não,Sim,2021-01
Empresa 34897,202101,Não,Sim,2021-01
Empresa 34902,202101,Não,Sim,2021-01
Empresa 34911,202102,Não,Sim,2021-02
Empresa 34914,202102,Não,Sim,2021-02
Empresa 34917,202102,Não,Sim,2021-02
Empresa 34918,202102,Não,Sim,2021-02
Empresa 34920,202102,Não,Sim,2021-02
Empresa 34924,202102,Não,Sim,2021-02
Empresa 34931,202102,Não,Sim,2021-02
Empresa 34937,202102,Não,Sim,2021-02
Empresa 34940,202102,Não,Sim,2021-02
Empresa 34945,202103,Não,Sim,2021-03
Empresa 34956,202103,Não,Sim,2021-03
Empresa 34960,202103,Não,Sim,2021-03
Empresa 34974,202104,Não,Sim,2021-04
Empresa 34978,202104,Não,Sim,2021-04
Empresa 34982,202104,Não,Sim,2021-04
Empresa 34983,202104,Não,Sim,2021-04
Empresa 34988,202105,Não,Sim,2021-05
Empresa 34989,202105,Não,Sim,2021-05
Empresa 35005,202105,Não,Sim,2021-05
Empresa 35008,202105,Não,Sim,2021-05
Empresa 35009,202105,Não,Sim,2021-05
Empresa 35015,202105,Não,Sim,2021-05
Empresa 35037,202106,Não,Sim,2021-06
Empresa 35051,202106,Não,Sim,2021-06
Empresa 35080,202108,Não,Sim,2021-08
Empresa 35081,202108,Não,Sim,2021-08
Empresa 35085,202108,Não,Sim,2021-08
Empresa 35089,202108,Não,Sim,2021-08
Empresa 35090,202108,Não,Sim,2021-08
Empresa 35106,202109,Não,Sim,2021-09
Empresa 35122,202111,Não,Sim,2021-11
Empresa 35133,202111,Não,Sim,2021-11
Empresa 35142,202111,Não,Sim,2021-11
Empresa 35144,202111,Não,Sim,2021-11
Empresa 35152,202111,Não,Sim,2021-11
Empresa 35157,202112,Não,Sim,2021-12
Empresa 35171,202112,Não,Sim,2021-12
Empresa 35173,202112,Não,Sim,2021-12
Empresa 35186,202112,Não,Sim,2021-12
Empresa 35196,202201,Não,Sim,2022-01
Empresa 35198,202201,Não,Sim,2022-01
Empresa 35204,202201,Não,Sim,2022-01
Empresa 35206,202202,Não,Sim,2022-02
Empresa 35212,202202,Não,Sim,2022-02
Empresa 35244,202203,Não,Sim,2022-03
Empresa 35245,202203,Não,Sim,2022-03
Empresa 35269,202205,Não,Sim,2022-05
Empresa 35271,202205,Não,Sim,2022-05
Empresa 35284,202206,Não,Sim,2022-06
Empresa 35287,202206,Não,Sim,2022-06
Empresa 35289,202206,Não,Sim,2022-06
Empresa 35299,202206,Não,Sim,2022-06
Empresa 35322,202208,Não,Sim,2022-08
Empresa 35325,202209,Não,Sim,2022-09
Empresa 35329,202210,Não,Sim,2022-10
Empresa 35337,202211,Não,Sim,2022-11
Empresa 35345,202211,Não,Sim,2022-11
Empresa 35350,202211,Não,Sim,2022-11
Empresa 35384,202303,Não,Sim,2023-03
Empresa 35424,202309,Não,Sim,2023-09
Empresa 35428,202310,Não,Sim,2023-10
Empresa 35448,202311,Não,Sim,2023-11
Empresa 35465,202012,Não,Sim,2020-12
Empresa 35470,202104,Não,Sim,2021-04
Empresa 35478,202112,Não,Sim,2021-12
Empresa 35516,202106,Não,Sim,2021-06
Empresa 35531,202212,Não,Sim,2022-12
Empresa 35538,201909,Não,Sim,2019-09
Empresa 35544,201909,Não,Sim,2019-09
Empresa 35583,201910,Não,Sim,2019-10
Empresa 35594,201911,Não,Sim,2019-11
Empresa 35647,202002,Não,Sim,2020-02
Empresa 35701,202003,Não,Sim,2020-03
Empresa 35721,202004,Não,Sim,2020-04
Empresa 35723,202004,Não,Sim,2020-04
Empresa 35724,202004,Não,Sim,2020-04
Empresa 35729,202004,Não,Sim,2020-04
Empresa 35734,202004,Não,Sim,2020-04
Empresa 35740,202004,Não,Sim,2020-04
Empresa 35754,202004,Não,Sim,2020-04
Empresa 35774,202005,Não,Sim,2020-05
Empresa 35776,202005,Não,Sim,2020-05
Empresa 35782,202005,Não,Sim,2020-05
Empresa 35784,202005,Não,Sim,2020-05
Empresa 35789,202006,Não,Sim,2020-06
Empresa 35874,202101,Não,Sim,2021-01
Empresa 35891,202103,Não,Sim,2021-03
Empresa 35982,202111,Não,Sim,2021-11
Empresa 36072,202208,Não,Sim,2022-08
Empresa 36140,202104,Não,Sim,2021-04
Empresa 36145,202104,Não,Sim,2021-04
Empresa 36146,202104,Não,Sim,2021-04
Empresa 36147,202104,Não,Sim,2021-04
Empresa 3616,202309,Não,Sim,2023-09
Empresa 36166,202106,Não,Sim,2021-06
Empresa 36167,202106,Não,Sim,2021-06
Empresa 36173,202106,Não,Sim,2021-06
Empresa 36174,202106,Não,Sim,2021-06
Empresa 36180,202107,Não,Sim,2021-07
Empresa 36182,202108,Não,Sim,2021-08
Empresa 36202,202206,Não,Sim,2022-06
Empresa 36209,202210,Não,Sim,2022-10
Empresa 36219,202311,Não,Sim,2023-11
Empresa 36220,202109,Não,Sim,2021-09
Empresa 36288,202206,Não,Sim,2022-06
Empresa 36290,202206,Não,Sim,2022-06
Empresa 36291,202206,Não,Sim,2022-06
Empresa 36311,202206,Não,Sim,2022-06
Empresa 36313,202207,Não,Sim,2022-07
Empresa 36325,202208,Não,Sim,2022-08
Empresa 36327,202208,Não,Sim,2022-08
Empresa 36329,202208,Não,Sim,2022-08
Empresa 36333,202208,Não,Sim,2022-08
Empresa 36336,202208,Não,Sim,2022-08
Empresa 36337,202208,Não,Sim,2022-08
Empresa 36338,202208,Não,Sim,2022-08
Empresa 36388,202301,Não,Sim,2023-01
Empresa 36392,202303,Não,Sim,2023-03
Empresa 36398,202006,Não,Sim,2020-06
Empresa 36402,202006,Não,Sim,2020-06
Empresa 36424,202104,Não,Sim,2021-04
Empresa 36444,202005,Não,Sim,2020-05
Empresa 36457,202007,Não,Sim,2020-07
Empresa 36458,202007,Não,Sim,2020-07
Empresa 36484,202205,Não,Sim,2022-05
Empresa 36569,202201,Não,Sim,2022-01
Empresa 3664,202311,Não,Sim,2023-11
Empresa 3677,202211,Não,Sim,2022-11
Empresa 3689,202310,Não,Sim,2023-10
Empresa 3691,202310,Não,Sim,2023-10
Empresa 3702,202306,Não,Sim,2023-06
Empresa 3734,202101,Não,Sim,2021-01
Empresa 3788,202305,Não,Sim,2023-05
Empresa 3868,202306,Não,Sim,2023-06
Empresa 3960,202310,Não,Sim,2023-10
Empresa 4056,202308,Não,Sim,2023-08
Empresa 4122,202301,Não,Sim,2023-01
Empresa 4230,202108,Não,Sim,2021-08
Empresa 4263,202211,Não,Sim,2022-11
Empresa 4273,202008,Não,Sim,2020-08
Empresa 4279,202305,Não,Sim,2023-05
Empresa 4313,202309,Não,Sim,2023-09
Empresa 4380,202301,Não,Sim,2023-01
Empresa 466,202109,Não,Sim,2021-09
Empresa 4663,202205,Não,Sim,2022-05
Empresa 4664,202303,Não,Sim,2023-03
Empresa 4729,202305,Não,Sim,2023-05
Empresa 4816,202306,Não,Sim,2023-06
Empresa 4826,202307,Não,Sim,2023-07
Empresa 4894,202303,Não,Sim,2023-03
Empresa 4920,202309,Não,Sim,2023-09
Empresa 4969,202205,Não,Sim,2022-05
Empresa 4986,202309,Não,Sim,2023-09
Empresa 4992,202303,Não,Sim,2023-03
Empresa 5011,202305,Não,Sim,2023-05
Empresa 5023,202207,Não,Sim,2022-07
Empresa 5140,202308,Não,Sim,2023-08
Empresa 5176,202306,Não,Sim,2023-06
Empresa 5178,202310,Não,Sim,2023-10
Empresa 5179,202311,Não,Sim,2023-11
Empresa 5182,202304,Não,Sim,2023-04
Empresa 5186,202311,Não,Sim,2023-11
Empresa 5187,202310,Não,Sim,2023-10
Empresa 5203,202211,Não,Sim,2022-11
Empresa 5209,202311,Não,Sim,2023-11
Empresa 5237,202307,Não,Sim,2023-07
Empresa 5279,202309,Não,Sim,2023-09
Empresa 5285,202102,Não,Sim,2021-02
Empresa 5304,202204,Não,Sim,2022-04
Empresa 5356,202105,Não,Sim,2021-05
Empresa 5423,202310,Não,Sim,2023-10
Empresa 5635,202206,Não,Sim,2022-06
Empresa 5783,202203,Não,Sim,2022-03
Empresa 5918,202211,Não,Sim,2022-11
Empresa 5927,202111,Não,Sim,2021-11
Empresa 6019,202209,Não,Sim,2022-09
Empresa 6210,202011,Não,Sim,2020-11
Empresa 6337,202203,Não,Sim,2022-03
Empresa 6348,202012,Não,Sim,2020-12
Empresa 6350,202309,Não,Sim,2023-09
Empresa 6358,202311,Não,Sim,2023-11
Empresa 6360,202209,Não,Sim,2022-09
Empresa 6376,202310,Não,Sim,2023-10
Empresa 6381,202307,Não,Sim,2023-07
Empresa 6412,202007,Não,Sim,2020-07
Empresa 6434,202307,Não,Sim,2023-07
Empresa 6453,202311,Não,Sim,2023-11
Empresa 6456,202311,Não,Sim,2023-11
Empresa 6457,202308,Não,Sim,2023-08
Empresa 6463,202311,Não,Sim,2023-11
Empresa 6524,202111,Não,Sim,2021-11
Empresa 6527,202211,Não,Sim,2022-11
Empresa 6662,202001,Não,Sim,2020-01
Empresa 6882,202011,Não,Sim,2020-11
Empresa 6886,202107,Não,Sim,2021-07
Empresa 6920,202309,Não,Sim,2023-09
Empresa 7003,202306,Não,Sim,2023-06
Empresa 7227,202008,Não,Sim,2020-08
Empresa 7248,202210,Não,Sim,2022-10
Empresa 7256,202307,Não,Sim,2023-07
Empresa 7257,202211,Não,Sim,2022-11
Empresa 7451,202211,Não,Sim,2022-11
Empresa 7518,202112,Não,Sim,2021-12
Empresa 7527,202009,Não,Sim,2020-09
Empresa 7532,201912,Não,Sim,2019-12
Empresa 7555,202112,Não,Sim,2021-12
Empresa 7576,202308,Não,Sim,2023-08
Empresa 7610,202310,Não,Sim,2023-10
Empresa 7654,202109,Não,Sim,2021-09
Empresa 7655,202212,Não,Sim,2022-12
Empresa 7662,202307,Não,Sim,2023-07
Empresa 7664,202006,Não,Sim,2020-06
Empresa 7667,202109,Não,Sim,2021-09
Empresa 7674,202011,Não,Sim,2020-11
Empresa 7677,202008,Não,Sim,2020-08
Empresa 7690,202001,Não,Sim,2020-01
Empresa 7726,202209,Não,Sim,2022-09
Empresa 7729,202101,Não,Sim,2021-01
Empresa 7731,202103,Não,Sim,2021-03
Empresa 7737,202004,Não,Sim,2020-04
Empresa 7743,202305,Não,Sim,2023-05
Empresa 7754,202112,Não,Sim,2021-12
Empresa 7774,202104,Não,Sim,2021-04
Empresa 7786,202204,Não,Sim,2022-04
Empresa 7792,202112,Não,Sim,2021-12
Empresa 7793,202212,Não,Sim,2022-12
Empresa 7797,202304,Não,Sim,2023-04
Empresa 7803,202007,Não,Sim,2020-07
Empresa 7805,202310,Não,Sim,2023-10
Empresa 7827,201905,Não,Sim,2019-05
Empresa 7837,202304,Não,Sim,2023-04
Empresa 7842,202310,Não,Sim,2023-10
Empresa 7853,202011,Não,Sim,2020-11
Empresa 7861,202004,Não,Sim,2020-04
Empresa 7867,202205,Não,Sim,2022-05
Empresa 7882,202103,Não,Sim,2021-03
Empresa 7888,202107,Não,Sim,2021-07
Empresa 7911,202007,Não,Sim,2020-07
Empresa 7912,202207,Não,Sim,2022-07
Empresa 7920,202103,Não,Sim,2021-03
Empresa 7949,202212,Não,Sim,2022-12
Empresa 7953,202111,Não,Sim,2021-11
Empresa 7965,202303,Não,Sim,2023-03
Empresa 7974,202310,Não,Sim,2023-10
Empresa 7979,202002,Não,Sim,2020-02
Empresa 7998,202105,Não,Sim,2021-05
Empresa 8002,202112,Não,Sim,2021-12
Empresa 8023,202203,Não,Sim,2022-03
Empresa 8028,202102,Não,Sim,2021-02
Empresa 8033,202007,Não,Sim,2020-07
Empresa 8035,202204,Não,Sim,2022-04
Empresa 8037,202109,Não,Sim,2021-09
Empresa 8038,202203,Não,Sim,2022-03
Empresa 8067,202212,Não,Sim,2022-12
Empresa 8074,202007,Não,Sim,2020-07
Empresa 8079,202206,Não,Sim,2022-06
Empresa 8081,202305,Não,Sim,2023-05
Empresa 8109,202212,Não,Sim,2022-12
Empresa 8130,202311,Não,Sim,2023-11
Empresa 8143,202204,Não,Sim,2022-04
Empresa 8167,202209,Não,Sim,2022-09
Empresa 8168,202103,Não,Sim,2021-03
Empresa 8180,202309,Não,Sim,2023-09
Empresa 8182,202212,Não,Sim,2022-12
Empresa 8194,202008,Não,Sim,2020-08
Empresa 8208,202212,Não,Sim,2022-12
Empresa 8227,202305,Não,Sim,2023-05
Empresa 8257,202112,Não,Sim,2021-12
Empresa 8259,202007,Não,Sim,2020-07
Empresa 8293,202302,Não,Sim,2023-02
Empresa 8299,202209,Não,Sim,2022-09
Empresa 831,202307,Não,Sim,2023-07
Empresa 8315,202009,Não,Sim,2020-09
Empresa 8342,202311,Não,Sim,2023-11
Empresa 8354,202305,Não,Sim,2023-05
Empresa 8359,202208,Não,Sim,2022-08
Empresa 8364,202303,Não,Sim,2023-03
Empresa 8367,202004,Não,Sim,2020-04
Empresa 8370,202007,Não,Sim,2020-07
Empresa 8420,202007,Não,Sim,2020-07
Empresa 8427,202306,Não,Sim,2023-06
Empresa 8437,202101,Não,Sim,2021-01
Empresa 8457,202208,Não,Sim,2022-08
Empresa 8473,202307,Não,Sim,2023-07
Empresa 8481,202004,Não,Sim,2020-04
Empresa 8491,202301,Não,Sim,2023-01
Empresa 8499,202208,Não,Sim,2022-08
Empresa 8511,202012,Não,Sim,2020-12
Empresa 8532,202007,Não,Sim,2020-07
Empresa 8543,202106,Não,Sim,2021-06
Empresa 8560,202303,Não,Sim,2023-03
Empresa 8575,202103,Não,Sim,2021-03
Empresa 8591,202103,Não,Sim,2021-03
Empresa 8596,202309,Não,Sim,2023-09
Empresa 8597,202301,Não,Sim,2023-01
Empresa 8662,202003,Não,Sim,2020-03
Empresa 8664,202103,Não,Sim,2021-03
Empresa 8668,202307,Não,Sim,2023-07
Empresa 8678,202012,Não,Sim,2020-12
Empresa 8709,202309,Não,Sim,2023-09
Empresa 8738,202212,Não,Sim,2022-12
Empresa 8783,202301,Não,Sim,2023-01
Empresa 8804,202212,Não,Sim,2022-12
Empresa 8813,201912,Não,Sim,2019-12
Empresa 8830,202102,Não,Sim,2021-02
